text,category
 Consulting| Laptop| SEO| Tools| Customer acquisition| SEM| Analytics| PPC| SAN| Google AdWords,Marketing Manager
 teaching| curriculum development| lecturer activities| supervision| staff development| lecturer| faculty| English Training| english trainers,Lecturer/Professor
Unix| Javascript| Linux| Hibernate| Core Java| Software design| CSS3| JIRA| GIT| MongoDB,Training Manager
 job posting| sourcing| interviewing| recruitment| human resource| Non IT Recruitment| Recruitment Executive,Recruitment Executive
 JAVA| Business Analysts| development| Architects| XML| design| PL| Lead Developers| SQL,Software Developer
retail sales| c| current account| process| who| level| relationship| local| direct sales| business executive| casa| credit cards| insurance| sales| b2b sales| sales officer| Field Sales| field marketing,Sales/Business Development Manager
 Customer service| Procurement| Data analysis| Macros| Financial analysis| Financial reporting| Oracle| Data mining| PMP| Operational excellence,Head/VP/GM-Operations
 ASP.Net| MVC| JQuery| CSS| Javascript| HTML| C#.Net| C#| MS SQL Server| .Net,Software Developer
 Java| Angularjs| Hibernate| Core Java| Multithreading| Spring| Web Services,Software Developer
 coordinating| pos| accounts| cost reduction| filing| documents| statutory| purchase| receipt,Purchase Executive
 Application development,Software Developer
 Unix| Linux| Technical support| Object oriented design| Amdocs| Continuous improvement| Application software| Solution design| Software solutions| Technical design,Software Developer
Outbound|Inbound|Daily Operations|Warehouse|Inventory Management|Shift Management|Manpower Handling|Night Shift,Store Keeper/Warehouse Assistant
 Oracle Apps| Apps DBA,DBA
 relationship management| investment products| nri,Sales/Business Development Manager
 customer service| bpo| Call Center| international call center| voice process| uk shift| us shift| outbound| inbound| Lead Generation| Technical Support| Bpo Voice,Associate/Senior Associate -(NonTechnical)
J2Ee| Oracle| MySQL| Struts| JSP| EJB| Intranet| E-commerce| WCS,Software Developer
 Graphics| Cycle time reduction| Cloud computing| Usage| Simulation| SOC| high performance computing| Gaming| Electricals| Physical design,Team Lead/Technical Lead
 VLSI| USB| Debugging| development| technical| Electronics| PCIE| ios| Product support| Scripting| Simulation| Circuit designing| design,Software Developer
 call center executive| bpo executive| international call center| customer care executive,Fresher
 Content Writer,Content Developer
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process,Associate/Senior Associate -(Technical)
 Penetration| hospitality sales| management| SMS| Client relationship| Budgeting| Executive search| Revenue generation| Operations,Sales/Business Development Manager
Training|Team Management|Customer Operations|Outsourcing|Knowledge Management|Business Case|Business Research|Program Management|Productivity Improvement,Program Manager
 Unix| Linux| Networking| XML| Project management| Shell scripting| DNS| Perl| Technical support| DHCP,Program Manager
 Word| Marketing Management| Btl| Powerpoint,Assistant / Associate Marketing Manager
 Jenkins| Angularjs| Java| CSS| GIT| Javascript| HTML| Protractor| Grunt| Karma,Software Developer
 training| skill development| placement coordination| project coordination| Rural Development| Mobilisation| Resource Mobilization| Operations,Other
 Data Migration| LSMW| Bdc,Software Developer
 localization| talent acquisition| hiring| recruitment management| translation| training| sourcing| Resource Management,Recruitment Manager
 RTOS| VXWorks| C++| Linux| Networking| Coding| Database management| SNMP| HTTP| SQL,Software Developer
 africa| technical sales| client servicing| business development| bdm| rsm| sales| technology sales| middle east| lead generation| software sales| client acquisition| regional sales manager| selling,Regional Manager
 Aircraft maintenance| RSS| Aviation| Aerospace| Project management| XML| Operations| MS Office Word| Software solutions,R&D Executive
 Typing| Web technologies| Check| Access| PHP| HTTP| Problem| Server configuration| Business Executive| Firewall,Software Developer
 Client Management| Solution Architecting| Automobile Sales| dealer| Digital Marketing| Business Analysis| Customer Engagement,Area / Territory Manager
Coder|Revenue Cycle Management|enm|Emergency Department|cpt|cpc|medical coder|icd|Medical Coding|rcm|evaluation & management|healthcare,"From Patient-to-Payment,â„  nThrive empowers health care for every one in every community.â„  We transform financial and operational performance to enable health care organizations to thrive. We integrate our knowledge and advisory services across the entire revenue cycle and we are accountable to our clients - not payor or provider owners - ensuring unbiased and focused health solutions that best meet their needs."
 pharma sales| field executive| Field Work,Marketing Manager
 Customer Service,Sales/Business Development Manager
 Data modeling| Management| Teradata| ETL tool| Data warehousing| SQL,Software Developer
 Relationship management| Medical services| MS Office| Time management| Incharge| Head Business Development| Executive leadership| Powerpoint| Excel,Chief Medical Officer/Head Medical Services
 estimation| chemistry| chemical| methods| gas| analysis| environmental science| ms office,Analytical Chemistry Associate/Scientist
 Medical Coding| Medical Coder| IPDRG| Drg| IN Patient| ambulance coder| denial coding| RCM| Anesthesia| ED| emergency department,Medical Officer
 vray| sketchup| interior designing| interior architecture| Interior Designer,Interior Designer
 C#| Software Development| LINQ| MVC Framework| C#.Net| Javascript| .Net| Entity Framework| JQuery| Ajax,Team Lead/Technical Lead
 Devops| AWS| Scripting| Python| Shell| Ruby| dockers| ECS| Ansible| Jenkins,Software Developer
 for| communication| relationship| targets| sales| customer,Sales Executive/Officer
 commercial management,Commercial Manager
Production support| Oracle| SQL| Hibernate| Data analysis| System maintenance| Db2| Analytical| Struts| Capacity planning,Software Developer
 Automation| Software services| Analytical| Procurement| Licensing| Operations| IT asset management| Hardware| Time management| Vendor,Outside Consultant
 uv| analytical method development| research associate| ir| glp| gmp| capsules| calibration| validation| hplc,Analytical Chemistry Associate/Scientist
credit cards|inbound calls|Customer Service|Customer Support|Voice Process,"Currently we are having an opportunity with one of the leading Bank , for the role into Inbound Customer Executive for Credit Cards. Location- Delhi NCR Experience- 2 to 5 Years Education- Any Graduate Salary: INR 2,25,000 - 5,00,000 PA. Industry: Banking / Financial Services / Broking Functional Area: Other"
 product manager| business development manager| marketing manager| dg| dg sets| dg set| diesel engine| generator| product marketing| genset| engine| marketing head| generators,Sales/Business Development Manager
 Excel| Query management| Telecalling,HR Executive
 ERP| MIS| Reports| Talent Management| Human Resources| HR Policies| Recruitment| Talent Acquisition,Manager / Sr Manager - Administration
 Operations Management| Dialer Management| Banking Process| Operations Manager| ops manager| Banking Collection| Manager Operation,Operations Manager
 inside sales| sales executive activities| telesales| objection handling| business development management| selling| sales marketing| Corporate Sales| key account| sales,Sales Coordinator
 Sales| Presales,Sales Executive/Officer
 Counselor| Mentor| Trainer| Advisor| Teaching,Teacher/ Private Tutor
 Web development| SQL| Software| Project Coordinator| developing| Customer support| Visual Studio| Application software| Software implementation| Reporting tools| web| asp.net| developer| Enterprise software,Software Developer
 SQL,Software Developer
 creative writing| Communication Skills| Written Communication| Content Writing| Verbal,Content Developer
 Spring Mvc| Core Java| MF,Software Developer
 Ground Staff Activities| Ticketing| Customer Service| Reservation| Arrivals| Airport| Air Hostess Activities,Ground Staff
 Food| Guest Satisfaction,Steward
sales head| regional sales| sales strategy| sales| national sales| sales operations| marketing| sales management| b2c| b2b| consumer durables| consumer durable,Head/VP/GM/National Manager -Sales
 Sales Engineer| Elevators,Sales/Business Development Manager
 Azure| Microsoft Azure| ASP.Net| Net,Software Developer
 CNC| VMC Machine| Cylindrical Grinder| Machine Operating| CNC Programming| vmc programming,Workman/Foreman/Technician
 Supervisor| Printing| Safety training| Medical services| Inspection| Management| Counselling,Health Club Assistant./Manager
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,Telesales/Telemarketing Executive/Officer
 CSS| Responsive Web Design| Web Technologies| Javascript| PHP| HTML| JSON| Zend Framework| JQuery| Web Services| Ajax,Software Developer
 Bonus| Sales Associate| Technical support| Issue| Senior| Inbound calls| US shift| Software| Executive search,Associate/Senior Associate -(Technical)
Trade finance| Customer satisfaction| Process documentation| Reconciliation| CMS| Cash management| Transaction processing| Back office operations| ISO 9001-2000| Six sigma,Operations Officer
 spring| hibernate,Software Developer
 IntelliJ| Jenkins| Java| Rest| Tomcat| Oracle SQL| Continuous Integration| Agile| SVN| SOAP,Software Developer
 Warehouse| SCM| Research Associate| Business Executive,Warehouse Manager
 it recruitment| strategic sourcing| technical recruiter| it staffing| it recruiter| tech recruiter,Recruitment Executive
 school counsellor| school administration| branch operations| educational administration| preschool| branch head| office administration| admission counselling,Counselor
 css| node.js| python| Docker| operating systems| html| cloud foundry| javascript,Software Developer
 Unix| Linux| SAN| Debugging| Unit testing| Veritas| Helpdesk| Data management| Computer science| Root cause analysis,Software Developer
 BTS| Test Engineering| Service Engineering| Drive Test| RF Planning| Telecom Engineer| RF Survey| Telecom Engineering| RF Engineer| Testing,Testing Engineer
 SAP ABAP| Web Technologies| WebDynPro| Hana,Software Developer
 Core Java| Development Manager| Automation| SOAP| XML| JSP| Application development| cisco| IVR| Supply chain management,Software Developer
 Unix| Data management| Analytical| SEO| Digital marketing| Information technology| Analytics| Financial services| CRM| SQL,Business/EDP Analyst
jQuery| UI| HTML5| Javascript| CSS3,Software Developer
 React.js| AngularJS| Javascript| OOPS,Software Developer
 puppet| project management| devops| paas| project delivery| chef| microsoft azure| application architecture| iaas| ansible,Technical Architect
 recruitment| hr recruiter| recruitment executive| sourcing specialist| recruiter,Recruitment Executive
 C#| TFS| VB.NET| GIT| ADO.Net| Javascript| ASP.Net| .Net| VBScript| DOTNET| SQL,Software Developer
 finance| budgeting| icwa| cima| cma| forecasting| financial planning| CA| charted accountant| Financial Planing,Finance/Budgeting Manager
Technical support| Db2| AS400| Analytical skills| SDLC Life cycle| Application design| technical| analytical| testing| Programming| Deployment| Unit testing| Retail| application| design| sdlc| support,Software Developer
post sales|order management|client servicing|sales operations|account management|order processing|document review|interpersonal skills|sales operations specialist,Sales Executive/Officer
 Relationship management| Project management| Financial services| Product management| Service management| Analytical skills| Transaction services| Client Executive| Information security| performance measurement,Asset Operations/Documentation-Executive/Manager
 hadoop,Trainer/Faculty
 marketing| plastic injection molding| material handling| business development| sales,Sales Executive/Officer
 lab assistant| Chemistry| Lab Technician| laboratory technician| Biology,Lab Assistant
 Sales| Health Insurance| Banking| Finance| Cross Selling| Accounting| Casa| Campaigns| Third Party Products| Marketing| Branch Banking| Current Account| Saving Account| liabilities,Sales Executive/Officer
 Trade| Forex| FX| Business analysis| Business analyst| cash| Foreign exchange,Business Analyst
 Outbound| Troubleshooting| Technical support| English| Domestic BPO| Antivirus| Sales process| Recruitment| Comp,Associate/Senior Associate -(NonTechnical)
 security compliance| GIT| Django| Debugging| Schema| SVN| Unit testing| Python,Software Developer
 Automation| Performance testing| Troubleshooting| Middleware| Coding| Selenium| Scrum| Enterprise applications| Data management| Technical documentation,Technical Architect
 Client Coordination| New Client Acquisition| Key Accounts| Client Retention| Business Development Management| Revenue Generation,Client Relationship Manager
 Biometrics| CRO| SAS| EDC| Clinical trials| clinical development| Clinical research| Life sciences| Oracle| Clinical data management,Clinical Research Associate/Scientist
 Outbound| Antivirus| Technical support| process| Sales| Senior Executive| Inbound calls| US shift| Executive search| Comp,Associate/Senior Associate -(NonTechnical)
 SQL| HTML| Data structures| Open source| Algorithms| Agile| Computer science| Backend| Object oriented programming| Business Executive,Software Developer
 leadership hiring| Hiring| recruiter| senior recruiter| hr consultant| Recruitment| talent acquisition| it recruitment| recruitment consultant| recruitment executive| lateral hiring| non it recruitment,Recruitment Executive
 sales| marketing| health insurance| casa| branch banking| third party products| liabilities| cross selling| mutual funds| telecom| retail banking| consumer banking| retail liabilities| rd| fd| fixed deposit| mutual fund| insurance| general insurance,Sales Executive/Officer
 SAP SCM,Team Lead/Technical Lead
 CVS| Chemistry| QA Analyst| Manufacturing process| Manager Quality Control| Recruitment,Testing Engineer
 Outbound| Troubleshooting| Technical support| Domestic BPO| US process| Antivirus| Comp,Associate/Senior Associate -(Technical)
 Credit Analysis| Financial Statements| Financial Analysis| Excel| Finance| Loss| Credit Risk| Financial Statement Analysis| Profit| Balance Sheet| Insurance Analytics| Cash Flow,Analyst
 Sales| Business Loan| Cross Selling| Mortgage Loans| Relationship Management| Insurance| Banking| Marketing,Sales/Business Development Manager
 People Management| Vendor management| HR| Stakeholder Management| Compensation Management| Talent Management,Outside Consultant
 Direct marketing| Leasing| Account management| Project marketing| Database| Mentor| Management| Advertising| commercial real estate,Head/VP/GM/National Manager -Sales
 bidding| property management| labour| specification| regulations| statutory| accommodation| proactive| of computers,Manager / Sr Manager - Administration
 corporate sales| events| banquet sales| Banquet| Restaurant,Banquet Sales Executive/Manager
 cold calling| selling| prospecting,Sales Executive/Officer
 catalog management| Sales| Literature| Investigation| E-commerce| Customer complaints| Management| Merchandising,Client Servicing/Key Account Manager
 articles| content writing| blogs| social media| copy writing| copywriter| web content| seo writing| Content Writer| Content Management,Copywriter
 CA inter| TDS| Accounts finalization| SAP| GL| Financial Accounting| GST| Accounts Receivable| AP| Accounts Payable| Auditing| AR| US Accounting| Reconciliation| General Ledger,Accounts Executive/Accountant
 Design| Communication Skills| Illustration| Graphic Designing,Trainee
 Data Science| Data Management| Predictive Modeling| Big Data| Artificial Intelligence| Python| Machine Learning| PhD,CEO/MD/Director
 Technical support| Sales Associate| Bonus| US shift| Inbound calls| Group| Associate| Senior| Issue| Software,Associate/Senior Associate -(Technical)
 Node.Js| mean,Software Developer
 Product launch| Customer satisfaction| CSAT| VLR,Marketing Manager
design engineering| instrumentation engineering| drafting| draftsman activities| project coordination| autocad| 3ds max| civil engineering| electrical engineering| instrumentation| electrical maintenance engineer| electrical design engineer| revit,Project Manager-IT/Software
 trade compliance| process improvement| interpersonal skills| ms office,Fresher
SAP Pre - sales|Proposal Manager|SOW|RFP,ERP Consultant
 SAP FICO| Accounting,ERP Consultant
 SAP| Project Management| Cognos| Automation tools| Data Management| Software development life cycle| Performance Management| US healthcare| Pentaho| Analytics,Team Lead/Technical Lead
 LAN Networking| Call Manager Express| CUCM| Voice Gateways| Cisco Voice| WAN| Unified Communications| Troubleshooting Skills| Incident Management,System Administrator
 HR MIS| MIS Reporting,Other
 Field Work| sales| sales marketing| direct sales| Lap| home loan| hl| mortgage,Sales Executive/Officer
 Communication Skills| Typing Speed| Back Office| Computer| Data Entry,Associate/Senior Associate -(Technical)
 Management accounting| Financial statements| Compliance| Process design| Journal entries| Performance management| Analytical| Customer service| Stakeholder management| Process management,Accounts Executive/Accountant
 Web Technologies| Computer Science,Software Developer
Html5| Web Technologies| UI Development| Javascript| Web Designing| CSS3,Software Developer
 advanced excel| Sales Order Processing| Catalog Management| Cataloguing| E - commerce,Sales/Business Development Manager
 Core Data| Web Technologies| Continuous Integration| Objective C| Swift| ios development| IOS| Performance Tuning| iphone| Cocoa Touch,Software Developer
 bpo| data analytics| information technology| isp| operation team| digital strategy| power bi| it| kpo| business analyst| business tools| tool| sql| tableau| quality assurance| user acceptance testing| business continuity| telecom,Business Analyst
Hibernate| Core Java| jQuery| Oracle SQL| Bank audit| J2Ee| Print media| Ajax,Training Manager
 Counter Sales| Customer Relationship| Customer Service| Retail| CRE| Fashion consultant| Sales associate| Floor Manager| assistant store manager,Sales Executive/Officer
 Customer Research| Business Growth| Marketing Initiatives| Conferences| Events| Sales Strategy| Online Marketing| Solution Development| Business Development Management| Proposals| SEO| Marketing Planning,Sales/Business Development Manager
 Tally| Brs| accounts assistant| accounts officer| Gst| Senior Accountant| accounting| Accounts Executive| Senior Accounts Executive,Accounts Executive/Accountant
 Tally| Balance Sheet| Billing| Bank reconciliation| Service tax| Accounting| Banking,Accounts Executive/Accountant
 Bonds| Investment| business opportunity| Investment Advisor| Client relationship| Mutual funds| Management| Verbal| level| MIN,National Head
 Linux| Satellite| RHEL,System Administrator
 Financial services| Taxation| Interpersonal skills| Sales| Manager Technology| Vice President,Taxation(Indirect) Manager
 Automation| Social media| Healthcare| Front end| Javascript| HTML| Business solutions| SDLC| Salesforce| SQL,Software Developer
 Customer Care| Voice Process| International| International Call Center| Travel Process| Sales Process| Reservation Executive| Ticketing Executive| GDS| Amadeus,Associate/Senior Associate -(NonTechnical)
 insurance accounting| auditing| us gaap| regulatory reporting| chartered accountant| balance sheet| risk assessment| controllership,Finance/Budgeting Manager
 ESIC| Team building| Recruitment| Training| Payroll processing| Provident fund| Compliance| Medical insurance,HR Executive
XML| HTML| MySQL| Struts| Hibernate| Ajax| Core Java| Db2| EJB| jQuery,Software Developer
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Associate/Senior Associate -(NonTechnical)
 digital marketing| cro| project management| analytical| optimization| english| web design| tools| content management| coordination,Business Analyst
 Customs| SAP SD| SAP MM| GTS| Export| SAP GTS,Software Developer
 Area Sales Management| Business Development| Construction Chemicals,Area Sales Manager
 Procurement| Automobile| Vendor Manager| Purchase management| Mechanical| Inventory management| Purchase Officer| Marketing Executive| Assistant Manager Purchase| Electricals,Head/VP/GM-Purchase/Material Management
 development| sdlc| platforms| associate| consultant| who| primary,Outside Consultant
 teaching english| english teacher| english| cbse| PUC,Teacher/ Private Tutor
Financial Consulting| Financial Reporting| Accounting| CPA| GAAP| Big4| IFRS| CA,Finance Executive
 Front Office Management,Front Office/Guest Relations Executive/Manager
 digital marketing| BPO| Human Resource Management| HR| Data Entry| Part Time| smart work| online marketing| Freelancing,Fresher
 Accounting| Finance| Balance Sheet| Auditing| Taxation| Profit| Accounts Payable| Loss| Financial Statements| Reconciliation| GST,Accounts Manager
 life insurance| sales insurance| branch sales| sales| corporate sales| assistant branch manager| senior sales manager| agency manager| unit manager| relationship manager| relationship officer| sales officer,Sales/Business Development Manager
 Blogger| web writer| Content Writer| content editor| Content Writing| content developer,Associate/Senior Associate -(NonTechnical)
 Process Engineering| HySYS| PRO II| Line Sizing| Hydraulic Calculations| PFDS| Material Balance| Equipment Sizing| Feed| Detail Engineering| Detailed Engineering| Process Engineer,Process Engineer-Plant Design
 Marketing Executive| Institutional sales| Training| Management| Shaping| Corporate| Commerce| Training Executive,Sales/Business Development Manager
 Communication Skills| Guest Handling,Host/Hostess
 competency development| software development| soa| solution design| xml| technical analysis| design| ibm bpm| effort estimation| need analysis| bpm,Technical Architect
 service desk| technical support| troubleshooting| Fresher,Associate/Senior Associate -(Technical)
 Customer Service Operations| customer support operations| BPO| non voice| back office| office assistant,Fresher
 Jenkins| DevOps| Azure| Linux| Docker| Windows| AWS,Software Developer
 C| C++| Java| Python| R| Embedded System| Multithreading| Machine Learning| DB| Operating Systems| System Developer,Software Developer
 Financial reporting| Reconciliation| Manager Quality Control| asset servicing| Data validation| operational support| Accounting| Taxation| External reporting| Auditing,Finance Executive
 elastic search| python| django| web development| mysql| responsive web design| nosql,Software Developer
 Technical support| Outbound| Antivirus| Comp| Voice process| Sales| US shift| Inbound calls| Medical| Spot,Associate/Senior Associate -(Technical)
 Telecom| RCA| Networking| Customer satisfaction| Network analysis| Trend analysis| Telecommunication| Subject matter expertise| Hardware troubleshooting,Network Administrator
 Web services| Coding| MySQL| Corporate| Javascript| PHP| HTML| Unit testing| Supervision| Ajax,Software Developer
 RFP| Web designing| Computer science| Senior Business Development Executive| Web application development| Technical| Presentation skills| Writing skills| Verbal| process,Sales/Business Development Manager
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Telecalling/Telemarketing Executive
java|groovy|jmeter|microservices|soap ui|performance testing|jenkins|python|aws|agile development|microsoft azure|cloud,Software Developer
 recruitment| hr fresher| mba fresher| sourcing| mba hr,Recruitment Executive
Java| Hibernate| Spring Batch| Struts| J2Ee| Spring Boot| Spring Mvc| Maven| Dojo| Rest,Technical Support Engineer
 SFDC| Triggers| Apex| Visualforce,Software Developer
 bpo| voice| tech support| call center operations| backend operations| back office| back office operations| tse| back office executive| call center| technical support,Fresher
 Social Media Executive| Interpersonal skills| Typing speed| E-commerce| Troubleshooting| MIN,Client Servicing Executive
Patient Care|Nursing|Quality Improvement|GNM|Oncology|Medical|Senior Management|Hospital|People Management,Head Nurse/Nursing Superintendent/Clinical Instructor
 Procurement| Global sourcing| Sales Representative| Compliance| Pharma| Electronic components| Healthcare| Management| Business Executive| ROHS,Material Management Executive/Manager
 Branch management| Team leading| Regional management| Overseas education| Operations| Counselling| Monitoring,Regional Manager
 etl| Oracle| informatica,Software Developer
 ERP| Succession Planning| MIS| Reports| Talent Management| Human Resources| HR Policies| Recruitment| Talent Acquisition,HR Manager
 Hospitality| Team management| MIS| Outbound| Front office| Sales| Customer retention| Forecasting| Operations| Marketing strategy,Client Servicing/Key Account Manager
 Unix| MS SQL| Project management| MySQL| Shell scripting| LAN| Perl| Apache| Troubleshooting| Firewall,System Administrator
 automation testing| selenium| api testing| sql| web testing| test management| manual testing| Test Lead| qa lead,Team Lead/Technical Lead
java|xquery|oracle transportation management|customization|XML|integration|OTM|XSLT|J2ee|EDI|SQL,Team Lead/Technical Lead
 Aml| Communication Skills| Cdd| KYC| Compliance| Back Office| Office Skills| Due Diligence| MS Office,Back Office Executive
 Illustrator| Interaction design| Visual Design| Prototype| Product management| Photoshop| Mobile applications| UAT| Web technologies| Graphic designing,Graphic Designer
MySQL| Javascript| PHP| development| css| Database design| html5| JSON| Drupal| jQuery| Analytical| design| Design development| Ajax,Software Developer
 MATLAB| C| Simulink Modeling| Real Time Simulation System| Project Engineer| AutoCAD| Adobe,Quality Assurance/Quality Control Manager
3d modeling| solid works| ansys| catia| Defence| Defense| mechanical design,Senior Design Engineer
 Sales| Counter sales| Management| Merchandising,Counter Sales
 Hibernate| Java EE| Spring Mvc| JSF| Wicket| GWT| JEE| Spring Framework| ORM| Design Patterns,Software Developer
 SIDE| Backend| NoSQL| Cloud| Technical Lead| MongoDB| Monitoring,Team Lead/Technical Lead
Java| Backend| Html5| JavaScript| Node.js| JEE| Spring| Microservices| css3| AJAX,Head/VP/GM-Technology(IT)/CTO
 wealth| Wealth Management| HNI| Mutual Funds| Cross Selling| portfolio| Ultra HNI| investment| Market Analysis| HNI Client Handling,Wealth Manager
 Windows Backup| AWS| Sharepoint Administration| Windows System Administration,System Administrator
 Unix| Object oriented design| Hibernate| Windows OS| Linux| Programming| PLSQL| Application development| Spring,Software Developer
 ERP| Marketing support| CRM| Lead generation| Sales achievement,Sales Executive/Officer
 Business Planning| Lead Generation| Promotions| Team Coordination| Sales Management| Marketing,Sales/Business Development Manager
 Sales| Casa| Field Sales| field marketing| Account Opening| Saving Account| Direct Sales| Indirect Sales,Sales Executive/Officer
 art| design,Visualiser
Administration|Front Office|Reception|Training|Customer Care|Attendance Maintenance|Grievance Handling,"OPD Management and Consultants Coordination. Registration and billing Telephone operations. Appointment and Scheduling. Cancelling / rescheduling appointment whenever necessary by calling and informing the concerned patients Information delivery Supervising the Reception- by handling queries, enquiries and lab reports Update of Contact details of consultants/ star dials and extension numbers Preparing Indent of Consultant Chambers. Compiling FOS data and sending it to the concerned OPD executive who is in charge of consolidating data Issuing Keys & Lockers of the drawers. Supervising and checking of daily MIS before sending it. Service recovery in that Area. Training of the HIS modules in front office with the power users. Maintaining attendance, leave & delays in absenteeism of the Consultants. Giving on-the-job training. Room Readiness. Inventory of the stationery. Inter departmental co-ordination (Wards, H/K, Maintenance, Stores, Admin, IT) Handles patient grievances (regarding waiting period for the Drs and non availability of appointments) Salary: INR 90,000 - 2,25,000 PA. Industry: Medical / Healthcare / Hospitals Functional Area: Other Employment Type: Permanent Job, Full Time"
 voice process| customer service| hindi| call center,Associate/Senior Associate -(NonTechnical)
 Software| Coding| Python| PHP| Machine learning| Email| Time| Industrial| Business Executive| Browsing,Software Developer
 Sales| Antibiotics| Critical Care| Medical| Marketing,Medical Representative
 erection| motor| electrical engineer| iso| vsd| preventive maintenance| transformer| mcc| panel| prime| ohsas| dg set| testing| documentation| bulk drugs| commissioning| vfd| spares management| chemical| earthing| pharma,Service/Maintenance Engineer
 Testing| Software Quality Assurance| Manual Testing| Test Automation| Selenium| TestNG| Java| Application Testing| Test Engineer,Testing Engineer
 voice support| Customer Support Executive| kannada| customer support,Telecalling/Telemarketing Executive
 Assistant Manager| relationship building| prospecting| market development| co| web design| sales| billing| market intelligence| Sales| od| pricing| Sr. Executive,Sales/Business Development Manager
 Purchase| Supply Chain| Logistics,Store Keeper/Warehouse Assistant
 angularjs| Senior| Software| Javascript| Application development| MVC| Coding| Debugging| JSON| Unit testing,Software Developer
 Customer Service Associate| English| Customer Care Associate| Outbound process| Business Executive,Associate/Senior Associate -(NonTechnical)
 Outbound| Antivirus| Technical support| Sales| Inbound calls| Inbound voice process| US shift| Medical| Comp| International BPO,Associate/Senior Associate -(NonTechnical)
Desktop Support| L1| Technical Support| Semi Voice,Fresher
 Java| IIS| Oracle Fusion Middleware| Web Technologies| Javascript| SQL Database| .Net| Web Services,Team Lead/Technical Lead
 Product management| Computer science| Backend| Web technologies| SOA| Coding| Debugging| Workflow| Customer support| Open source,Software Developer
 Purchase| PDF| Sales| Outsourcing| Raw material,Associate/Senior Associate -(NonTechnical)
JSP servlets|Hibernate|Core Java|CGI|Coding|Test scenarios|HTML|Unix scripting|Unit testing|JEE,Software Developer
 Accounting| Bank Reconciliation| Vouchers| Cash Handling| Payments| Banking| Purchase,Accounts Executive/Accountant
javascript| mysql| development| analytical| ajax| jms| database| automation| application| web| design| j2ee| architecture,Software Developer
 sales management| assistant sales manager| sales manager| area sales manager| area manager| general insurance sales| retail sales| sales,Sales/Business Development Manager
 marketing| lead generation| Business Development| Fresher| trainee,Fresher
 Performance tuning| Automation| metadata| Data validation| Architecture| Infrastructure| Data quality| Informatica| OLTP| Operations,Software Developer
 Calling| Call Center| international call center| international bpo| voice| bpo| voice process| inbound| Outbound| UK Shift| us shift| Bpo Voice| customer service| Customer Service Executive| customer support| csr| csa| Technical Support Associate,Associate/Senior Associate -(NonTechnical)
 International process| Sales Associate| Technical support| Issue| Senior| Technical| Inbound calls| Bonus| US shift| Inbound sales,Associate/Senior Associate -(NonTechnical)
 call center executive| bpo executive| international call center| customer care executive,Fresher
 project management| pmo| program management| training| content management| project planning,Project Manager-IT/Software
 Business Intelligence| Computer Science| Data Visualization| Tableau,Software Developer
Field Sales| B2B Sales| Sales Executive Activities,Sales Executive/Officer
 hiring| IT REcruiter| it staffing| Recruiter| Talent Acquisition| staffing| tech recruiter,Recruitment Executive
Collection Management|bucket|debt collection|soft bucket|soft collections|collections|recovery|Hard collection|Debt Recovery|debt|soft collection,"Designation: Collection Manager / Officer - CD/TW. Location: Ahmedabad / Surat / Rajkot Job Requirement: Candidate should have minimum 1 to 2 years of experience into collections. Should have managed Collection agency. Ready to work in field for collection Salary: INR 2,00,000 - 5,00,000 PA. Industry: Banking / Financial Services / Broking Functional Area: Other Employment Type: Full Time, Permanent"
 Tamil| Audio| Video Editing| Malayalam| Telugu| Producing| kannada| scripts,Photographer
 Accounting| Bank Reconciliation Statement| Brs| Tally ERP| Payments| Banking| Account Management| MIS Reporting,Accounts Manager
 insurance broking| operations| process streamlining| service delivery| business process,Regional Manager
 java| life cycle| uml| software design| people management| php| agile| angularjs| sql server| system software development,Team Lead/Technical Lead
 Linux| Networking| XML| Weblogic| MySQL| Perl| Informatica| Technical support| CRM| Python,Software Developer
 Outbound| Troubleshooting| Technical support| iPhone| English| Email| International voice process| Domestic BPO| US shift| International BPO,Associate/Senior Associate -(NonTechnical)
Compression|Granulation|Pharma|Production|Coating|Production Department,Product Development Executive
bpo hiring|bulk hiring|campus hiring|recruitment|hr,Recruitment Executive
 det| diploma engineer trainee| GET| diploma fresher,Fresher
 Networking| WAN| LAN| Switching| Routing Protocols| VPN| Directory Services| Troubleshooting| System Administration| Printers,System Administrator
 Data Sheets| HSE Management| Acoustic| Process Engineer| Part Time,Senior Design Engineer
 bhm| Restaurant Management| hotel management| hospitality management| ihm,Restaurant Manager
Multicast| Network Engineering| Routing...| VTP| Networking| RIP| Routing| VLAN| Switching| 802.1Q| OSPF,Software Developer
 Photoshop| Illustrator| Graphic Designing| Video Editing| Animation| Social Media| online marketing| Graphic Designer| web designer| web developer| Web Designing| Visualiser| graphic,Graphic Designer
